Iteration	Posterior	Likelihood	Prior	r1	r2
140000	-16.739	-22.4112	5.67222	0.01389965	0.00206245
140500	-20.5237	-23.2052	2.68145	0.1531295	0.01237111
141000	-18.7573	-23.3949	4.63759	0.05865669	0.00903712
141500	-17.4855	-22.8685	5.38296	0.02837918	0.002045851
142000	-24.3727	-23.7715	-0.601171	0.2809977	0.04863408
142500	-19.3912	-23.2473	3.85605	0.0933542	0.01341671
143000	-20.5297	-25.0679	4.53824	0.05927866	0.01338255
143500	-19.3091	-23.0555	3.74637	0.09957817	0.01267639
144000	-16.7945	-22.3581	5.5636	0.01905688	0.002336224
144500	-20.4437	-22.977	2.53334	0.1570737	0.01583235
145000	-17.102	-22.514	5.41202	0.02630124	0.002671206
145500	-19.0128	-24.3556	5.34282	0.02687313	0.005559122
146000	-18.5446	-23.2418	4.69714	0.05653512	0.008181157
146500	-15.7003	-21.586	5.88575	0.005047884	0.0002379187
147000	-20.1819	-24.8497	4.66778	0.05433956	0.01184449
147500	-20.3608	-23.5658	3.20496	0.1304932	0.008831827
148000	-15.2708	-21.0971	5.82635	0.007576052	0.0006796039
148500	-18.2066	-22.976	4.76948	0.055847	0.005251982
149000	-18.0266	-23.3962	5.36962	0.02941014	0.001682318
149500	-15.9763	-21.678	5.70167	0.01356532	0.0009244496
150000	-16.2633	-21.9454	5.68213	0.01459418	0.0008727084
150500	-19.9478	-24.1212	4.17343	0.07646153	0.01444024
151000	-17.9755	-23.0122	5.03669	0.04406558	0.00367291
151500	-20.5642	-23.301	2.7368	0.1511706	0.01156258
152000	-18.7363	-23.1213	4.38499	0.07081248	0.009511445
152500	-17.2454	-22.6414	5.39594	0.02652509	0.003250915
153000	-15.097	-21.004	5.90697	0.003787718	0.0004370164
153500	-16.9285	-22.6365	5.708	0.01213385	0.002039243
154000	-14.6216	-20.4289	5.80731	0.009109842	9.792829e-05
154500	-20.8319	-24.1046	3.27273	0.1287383	0.007198594
155000	-15.1414	-20.9414	5.80002	0.008993534	0.000578674
155500	-15.1	-21.0073	5.90728	0.003778866	0.0004303139
156000	-16.8487	-22.5178	5.66907	0.01397136	0.002148262
156500	-17.9271	-23.0078	5.08077	0.04017784	0.005356845
157000	-20.5374	-25.4251	4.88767	0.04454011	0.01064973
157500	-15.2234	-20.9993	5.77599	0.01017222	0.0006017112
158000	-17.1287	-22.6205	5.49184	0.02326207	0.0017193
158500	-18.8282	-24.324	5.49576	0.02043427	0.004351136
159000	-21.2829	-24.6794	3.39646	0.1238806	0.005869886
159500	-19.566	-24.3806	4.81466	0.05603579	0.002804334
160000	-18.1526	-23.2418	5.08919	0.04211544	0.002998438
160500	-15.284	-21.1251	5.8411	0.006846578	0.0006717349
161000	-15.2252	-21.0711	5.84597	0.006692896	0.0005817723
161500	-18.0292	-23.3305	5.30133	0.03250881	0.001998088
162000	-17.2499	-22.8996	5.64965	0.01645339	0.0006373142
162500	-19.4571	-24.1229	4.66585	0.05572503	0.01055583
163000	-16.0296	-21.8904	5.86076	0.005467001	0.001068396
163500	-16.1453	-21.8361	5.69081	0.01416457	0.000868204
164000	-15.8615	-21.5927	5.73119	0.01177522	0.001238659
164500	-15.7521	-21.5784	5.82636	0.007231461	0.001023637
165000	-18.2844	-23.7242	5.43984	0.02325289	0.004328136
165500	-17.3705	-22.6637	5.29327	0.03167044	0.003239085
166000	-19.9364	-23.9779	4.04155	0.08244153	0.0150544
166500	-17.0547	-22.5621	5.50735	0.02251477	0.001690814
167000	-15.4039	-21.3044	5.90051	0.003821601	0.0007259415
167500	-15.4508	-21.2805	5.82967	0.007257892	0.0008320629
168000	-15.6168	-21.3971	5.78036	0.00952204	0.001032948
168500	-18.2201	-24.1548	5.93473	0.001605	0.00123164
169000	-15.755	-21.6693	5.91437	0.003050541	0.0008040924
169500	-18.9846	-23.9122	4.92761	0.04502073	0.008172216
170000	-15.2929	-21.0529	5.76	0.01109449	0.0004788242
170500	-19.952	-23.356	3.40398	0.1124178	0.01695624
171000	-26.3223	-27.9466	1.62427	0.2133633	0.00499635
171500	-20.3031	-23.7892	3.48606	0.1067109	0.01855939
172000	-17.8908	-22.8942	5.00342	0.04423409	0.005168257
172500	-15.2145	-21.0922	5.87771	0.005271301	0.0004165984
173000	-15.5506	-21.2931	5.74249	0.01169115	0.0007576704
173500	-24.0342	-27.8092	3.77501	0.1082236	0.002599283
174000	-18.9807	-23.401	4.42032	0.06807945	0.01047756
174500	-18.1232	-23.2719	5.14866	0.0365406	0.005599458
175000	-24.4015	-23.5904	-0.811098	0.3187682	0.02135989
175500	-19.4348	-23.2051	3.77032	0.09736248	0.0136946
176000	-15.2841	-21.2165	5.93242	0.002462943	0.0004892896
176500	-16.0739	-21.767	5.69316	0.01352631	0.001388892
177000	-20.8618	-23.1463	2.28447	0.1631642	0.02218558
177500	-17.8986	-23.1192	5.22057	0.03361636	0.004928398
178000	-15.3572	-21.2079	5.85066	0.006299937	0.0007400489
178500	-21.1346	-23.2082	2.07354	0.1717101	0.02418624
179000	-18.4961	-24.3019	5.80584	0.007219214	0.002061988
179500	-18.4049	-23.2516	4.84666	0.05322301	0.004017396
180000	-19.6359	-23.1899	3.55398	0.106956	0.01491842
180500	-18.0347	-23.9332	5.89849	0.003211243	0.001437512
181000	-17.6038	-22.8344	5.23065	0.03505305	0.002987613
181500	-22.7275	-23.7625	1.03508	0.2331892	0.01463023
182000	-19.1048	-23.4344	4.32963	0.07755797	0.00553397
182500	-18.124	-22.9768	4.85277	0.05214241	0.004792199
183000	-15.0396	-20.8792	5.83963	0.007411914	0.0001799256
183500	-20.622	-23.2202	2.59817	0.1570895	0.01257543
